age,gender,nationality,education_level,field_of_study,university_tier,years_of_experience,relevant_experience_years,current_salary,num_previous_jobs,skill_match_score,num_certifications,has_leadership_experience,interview_score,distance_from_office,job_role_applied,application_source,hired
41,1,2,0,3,1,10.46,9.88,97652.67,0,0.595,0,0,98.0,43.55,8,1,0
50,1,4,2,2,2,13.81,11.68,122730.16,1,0.641,7,0,75.5,184.17,7,1,0
28,1,4,0,2,2,4.0,1.0,109918.35,5,0.386,0,0,89.8,38.42,2,1,0
21,1,2,0,4,2,4.07,5.5,128260.66,6,0.658,2,1,91.0,52.8,1,2,0
28,0,5,0,0,1,2.32,1.61,71701.32,1,0.907,5,0,84.8,96.76,2,1,0
32,1,4,0,2,0,9.06,8.71,120527.03,2,0.98,2,1,66.6,13.6,9,4,0
36,1,5,0,3,2,13.63,14.75,101116.19,3,1.0,2,0,81.2,35.04,8,2,0
27,1,4,2,3,1,6.76,7.25,126497.03,2,0.856,2,1,97.6,133.56,7,3,1
44,1,5,2,2,1,14.57,13.18,131547.23,0,1.0,3,0,66.4,97.42,2,2,0
23,0,3,0,1,1,16.17,16.85,143144.89,3,1.0,5,0,86.9,33.18,1,4,0
21,1,0,0,3,1,3.96,2.8,170641.93,2,1.0,1,1,74.4,66.1,1,4,0
40,0,2,0,3,3,15.22,14.53,130137.97,3,0.675,0,1,92.3,145.49,8,0,1
21,1,4,1,2,0,2.58,1.5,86177.84,2,0.73,0,1,74.0,64.85,9,2,0
30,1,4,2,3,2,4.58,5.08,79112.92,2,0.676,2,0,81.5,42.27,5,2,0
55,0,1,0,4,0,12.36,12.39,134200.49,3,0.803,3,0,97.6,39.67,2,4,1
31,1,4,2,0,1,9.42,10.25,92206.17,6,0.4,3,1,86.5,62.56,1,1,0
23,0,1,2,4,2,3.34,2.17,94022.85,6,1.0,2,1,98.0,199.96,3,2,0
31,1,5,2,1,2,19.71,19.77,182366.02,5,0.798,1,0,72.5,93.14,8,4,1
31,0,4,0,3,1,6.71,7.43,110753.38,2,0.649,1,0,93.9,123.69,0,2,0
33,0,1,0,2,2,5.94,3.53,116078.09,2,0.692,3,1,68.9,239.32,7,0,0
37,0,1,0,1,2,14.86,13.89,99878.86,3,0.981,1,0,97.2,34.54,4,2,1
23,0,3,2,4,2,9.22,6.46,100943.65,3,1.0,1,1,98.0,82.74,8,2,1
45,0,4,0,2,1,9.14,10.12,151090.46,5,1.0,3,0,76.1,107.14,7,0,0
33,0,4,0,3,1,6.9,7.09,90112.5,5,0.761,4,0,84.0,13.56,9,1,0
37,1,0,2,2,2,8.55,5.16,126402.57,2,1.0,1,0,61.5,114.23,2,0,0
26,0,2,0,0,2,6.2,8.13,145446.68,4,0.401,2,1,80.0,176.23,1,2,0
42,1,2,0,1,1,7.98,7.9,87823.65,8,0.412,4,1,93.6,143.66,2,1,0
29,1,2,0,4,1,8.76,10.48,113063.25,2,0.967,3,1,84.9,110.85,0,1,1
34,1,1,0,2,2,18.43,15.66,110147.76,1,0.793,1,0,93.8,68.97,2,0,0
24,0,2,3,4,1,5.02,5.37,104122.57,2,0.683,0,0,85.1,90.02,2,0,0
24,1,1,0,2,0,13.01,14.24,129710.75,1,0.912,2,1,85.9,26.14,9,3,1
37,0,4,0,3,2,17.87,18.34,138998.88,3,1.0,1,1,75.4,73.23,9,2,1
28,1,1,3,2,2,4.79,4.2,117651.22,7,0.86,2,1,89.9,30.17,1,0,1
25,1,4,0,2,1,21.81,23.07,168522.22,1,1.0,3,0,73.3,131.38,0,0,1
26,0,1,0,2,2,3.21,5.21,102361.73,3,0.581,3,0,57.0,180.54,3,1,0
37,1,4,0,3,0,19.91,18.98,170220.97,2,1.0,0,0,74.4,43.01,2,0,0
26,1,3,2,0,1,15.8,17.07,148555.92,3,1.0,4,0,98.0,27.02,1,3,1
31,1,4,2,4,3,15.3,14.18,148280.98,3,1.0,2,0,74.8,116.2,9,2,0
32,0,3,0,3,1,3.77,2.9,74069.71,4,0.746,2,1,80.8,58.02,2,2,0
21,1,1,0,2,0,5.23,4.16,132064.28,1,0.747,1,0,98.0,152.99,2,2,0
21,1,5,2,2,1,5.3,5.56,94458.18,4,0.729,0,0,84.4,81.43,3,0,0
34,0,4,0,3,1,7.81,8.65,98865.81,4,0.924,4,0,98.0,87.37,8,4,0
26,1,3,0,0,1,17.88,16.75,138498.86,4,1.0,0,0,79.1,35.15,7,1,0
40,0,3,2,1,2,7.98,8.93,97867.17,2,0.91,3,0,93.4,92.4,3,2,1
39,1,5,2,3,1,9.34,9.44,126270.6,3,0.808,2,0,77.9,148.65,3,4,0
37,1,4,2,2,0,7.49,4.42,99491.15,5,0.829,1,0,88.2,64.54,7,2,0
46,0,4,2,3,2,9.79,10.78,151157.99,2,1.0,1,1,98.0,70.86,3,0,1
31,0,4,2,3,1,4.23,4.08,71278.87,2,0.469,1,1,77.4,42.44,9,4,0
37,0,4,2,3,2,10.09,10.45,100784.53,2,1.0,0,0,67.8,111.09,3,2,0
27,0,1,1,2,1,5.83,7.78,86562.49,4,0.795,2,1,97.6,56.19,1,2,0
51,1,0,0,2,2,12.13,12.04,109095.6,2,0.895,3,1,80.2,98.45,1,1,1
47,1,4,2,4,1,15.9,15.2,147877.55,6,0.695,1,0,78.4,53.27,9,0,0
32,1,4,1,3,2,16.94,16.4,216087.09,1,0.506,1,1,81.9,29.04,4,0,0
35,0,4,2,1,2,11.07,12.07,119130.86,3,0.987,2,1,82.5,9.67,2,2,0
42,0,4,2,3,1,9.04,8.55,100705.6,2,0.796,0,0,57.1,8.58,4,1,0
30,0,5,0,3,2,9.0,8.56,150291.85,4,0.465,0,1,98.0,135.9,8,2,0
26,1,0,0,3,2,7.68,6.86,77798.07,3,0.915,1,0,77.5,68.91,9,2,0
38,1,4,0,3,3,7.18,6.07,142204.06,3,0.753,0,1,87.1,84.17,6,1,0
32,0,4,1,3,2,18.06,18.66,154557.97,2,0.716,2,1,93.7,56.31,9,2,0
33,0,0,2,3,1,8.73,7.99,120494.91,3,0.891,0,0,76.5,92.23,9,0,0
25,0,4,1,3,1,3.8,4.71,220000.0,5,0.869,2,1,68.1,38.69,3,4,0
21,0,3,3,2,2,2.04,1.75,78995.26,1,0.529,2,1,81.0,50.91,9,1,0
33,1,5,0,1,0,8.44,7.9,90304.5,2,0.884,1,0,74.9,56.35,9,2,0
39,1,1,2,3,2,12.45,11.71,92823.85,6,0.642,0,1,61.9,22.58,2,4,0
30,1,4,1,2,1,14.68,14.5,121323.64,3,0.773,0,0,93.4,101.27,2,2,1
43,1,4,0,0,2,21.89,19.46,136073.02,7,0.736,0,1,66.9,32.26,6,1,0
26,1,5,0,1,2,5.29,6.63,87670.16,2,0.752,1,1,78.3,45.66,3,4,0
23,1,4,1,4,2,1.4,3.5,115694.4,4,0.307,2,1,85.4,144.1,4,1,0
31,1,1,2,3,3,4.31,5.81,109826.77,3,0.515,3,1,57.5,151.51,9,2,0
31,0,2,3,2,1,6.3,9.1,113377.16,11,0.765,3,0,67.9,25.93,1,2,0
38,0,0,1,4,1,8.36,7.78,142994.18,2,0.522,0,1,66.5,27.88,7,1,0
25,0,1,0,3,1,7.74,7.39,119111.97,4,1.0,0,0,92.4,86.31,2,0,0
42,1,4,2,1,3,19.29,20.79,192389.48,2,0.839,1,0,90.3,34.94,9,0,0
47,1,3,2,2,2,12.69,14.33,119109.69,3,1.0,4,0,94.6,64.44,0,4,1
31,1,4,0,1,3,19.3,19.39,143324.74,0,1.0,3,0,76.3,39.56,1,2,1
41,0,4,1,4,3,5.35,5.26,71584.57,1,0.983,1,1,86.2,55.67,2,2,0
23,1,2,1,3,2,3.53,2.84,87839.09,2,0.782,1,0,92.5,14.89,2,4,0
40,1,4,0,3,2,11.13,9.29,190673.22,3,0.617,0,0,72.3,37.49,5,2,0
40,0,4,1,4,0,9.6,11.03,94796.27,6,0.963,1,0,98.0,49.3,4,4,0
38,1,4,0,2,0,19.75,19.09,195326.03,5,0.975,2,0,75.5,11.85,7,1,1
31,0,1,0,3,2,9.62,9.27,122143.57,3,0.96,2,0,95.1,48.42,3,4,1
21,1,3,0,4,2,3.17,2.97,77518.38,3,0.716,0,0,96.1,41.47,9,0,1
26,1,2,0,1,2,10.71,10.14,130853.51,3,0.346,1,0,88.5,139.09,9,0,0
26,1,3,0,3,2,4.32,4.37,65176.85,4,1.0,2,0,92.8,143.04,3,2,1
24,0,3,1,1,0,11.0,9.07,127107.84,3,0.676,3,1,97.7,49.34,6,2,1
32,0,3,0,3,2,16.45,17.95,122545.69,3,0.962,4,0,87.6,100.41,8,1,0
28,0,4,0,2,2,21.94,20.94,157015.23,7,1.0,4,1,72.0,127.61,7,2,1
25,1,1,0,2,1,7.37,6.0,66980.92,2,0.923,0,0,72.7,60.64,2,1,1
23,1,3,2,3,1,11.62,10.94,126176.76,3,0.848,2,0,72.8,68.01,9,0,0
26,0,4,0,3,1,7.96,4.98,101284.05,2,0.421,0,1,77.7,36.75,5,0,0
40,0,4,2,3,1,9.24,10.13,134904.6,5,0.439,0,1,72.3,205.57,9,1,0
26,0,1,0,3,2,2.69,2.64,60485.79,5,0.6,2,0,93.6,39.93,9,2,0
27,1,1,0,2,2,12.59,9.67,111251.17,5,0.981,2,0,61.4,130.3,7,2,0
28,1,1,2,2,1,12.57,11.23,124348.98,2,0.656,1,1,74.0,138.85,8,3,0
34,1,2,1,3,0,7.55,10.22,129024.9,4,0.989,2,0,66.3,59.87,0,1,1
35,0,1,1,3,1,4.31,4.43,105741.79,4,0.68,0,1,66.1,24.9,9,0,0
21,0,0,0,3,2,5.03,5.61,110905.22,5,0.961,0,0,85.6,16.48,9,2,0
40,1,1,0,3,2,7.5,8.46,110740.38,7,0.355,2,0,62.3,70.22,8,1,0
43,1,1,0,3,1,7.26,7.85,95816.46,6,0.825,2,0,82.8,79.26,2,3,0
23,1,4,2,2,0,8.11,9.31,182860.84,2,1.0,3,0,96.0,43.59,1,2,1
24,1,4,1,4,2,4.58,5.33,69048.78,3,0.648,2,0,77.0,66.67,8,1,0
28,0,0,3,2,1,8.62,6.58,165561.32,1,0.615,4,1,91.5,17.19,2,4,0
25,1,4,0,4,1,7.27,7.02,71080.89,5,0.604,2,1,88.5,26.65,9,0,0
33,0,4,0,4,0,5.57,5.02,79392.71,6,0.595,2,1,87.2,15.92,2,0,0
21,0,1,2,1,2,6.44,6.8,98583.52,5,0.883,3,1,98.0,69.83,1,2,0
23,0,4,1,3,1,3.97,4.2,126027.52,2,0.284,2,0,67.5,216.2,3,2,0
44,0,1,3,0,0,7.5,6.03,103852.12,2,0.466,2,1,68.4,40.35,2,2,1
24,0,4,1,4,3,2.63,3.0,97061.25,2,0.82,2,0,98.0,51.81,3,0,0
41,0,1,0,1,1,8.75,8.91,114321.36,6,1.0,0,0,77.9,27.33,7,2,0
34,1,2,0,2,2,6.03,8.02,114100.71,5,1.0,5,0,80.2,48.23,1,2,1
21,0,3,0,2,1,11.16,12.16,115970.87,7,0.794,2,0,81.2,72.2,2,0,0
37,0,1,0,2,2,18.23,17.81,139558.83,2,0.948,0,1,98.0,52.88,3,2,1
31,1,3,0,2,1,8.61,9.61,104367.74,3,0.407,4,0,74.9,37.2,7,0,0
28,0,2,1,2,2,14.92,14.86,166418.7,7,0.466,6,1,59.4,39.25,2,1,0
33,0,2,1,3,1,12.55,11.76,132023.88,2,0.809,3,0,78.3,37.57,9,2,0
35,0,4,0,3,2,11.35,14.15,108755.55,0,0.885,3,1,98.0,15.62,1,3,0
37,1,4,2,1,2,8.92,8.79,175535.65,4,0.544,2,1,78.7,39.1,3,1,0
41,0,4,0,2,2,10.14,12.13,126513.87,3,0.957,1,0,93.1,78.09,1,0,0
35,1,4,2,2,1,11.14,10.22,127054.2,2,1.0,3,0,98.0,53.65,9,1,0
21,0,4,0,1,2,7.74,7.23,83639.16,3,0.779,4,0,66.7,140.14,9,2,1
28,1,4,1,3,3,6.13,6.91,95040.58,5,0.874,1,1,78.1,94.52,9,0,0
55,0,2,0,1,1,17.97,16.06,128650.42,4,0.925,2,0,79.5,41.92,8,2,0
37,1,1,2,3,1,7.63,5.75,87773.27,5,0.93,3,1,83.2,49.19,3,2,0
50,1,4,2,0,2,9.33,8.94,88251.54,3,0.598,0,1,90.9,36.79,5,1,0
43,1,3,0,1,1,10.24,8.87,119914.29,5,0.546,1,1,77.4,112.61,6,0,0
33,1,2,0,1,1,10.75,10.02,102413.77,5,0.764,1,1,75.8,169.91,9,1,0
34,0,4,0,2,1,5.01,3.43,126254.98,5,0.586,2,0,75.5,19.66,3,4,0
31,0,1,2,4,2,8.47,10.47,168050.07,7,0.629,0,1,67.3,50.96,3,1,0
21,1,4,0,3,0,1.41,3.5,75220.06,4,0.861,3,0,69.8,50.74,0,0,0
32,1,3,2,2,1,11.89,12.55,161448.96,4,1.0,0,0,93.1,25.76,9,1,0
41,1,4,2,0,0,10.01,9.17,177959.05,3,1.0,0,0,79.2,105.47,6,3,1
27,0,1,2,3,2,6.42,5.87,144399.02,2,0.76,3,1,95.3,52.69,8,2,0
35,1,1,0,2,0,8.92,7.93,179419.37,5,0.957,2,0,78.2,59.37,9,2,0
38,1,3,2,0,0,12.24,10.83,115444.09,4,0.907,0,1,95.9,49.88,9,2,1
24,1,3,0,3,3,5.94,6.84,98448.79,5,0.414,0,1,93.8,75.25,8,0,0
28,1,1,0,0,1,4.48,3.64,60040.29,7,0.662,3,0,76.2,180.74,9,2,0
23,1,4,1,0,2,3.17,1.41,105448.92,1,0.609,3,0,98.0,118.88,2,0,0
25,1,3,2,2,1,1.94,4.73,112829.42,2,1.0,5,1,95.1,120.08,0,1,1
21,0,0,0,1,1,2.07,2.62,100063.34,3,0.556,2,0,80.9,130.97,9,4,0
24,0,2,2,3,2,9.14,11.11,106808.61,3,1.0,6,1,87.4,175.5,0,0,0
43,1,5,2,3,3,11.77,12.04,115399.25,2,0.908,6,0,82.2,50.33,2,2,1
24,0,4,2,2,2,12.15,12.19,107122.04,2,0.995,5,1,88.9,26.23,9,2,0
33,1,4,1,3,2,8.29,8.01,68767.61,7,1.0,0,0,76.3,51.18,9,0,0
27,0,1,2,0,2,3.88,3.14,98976.95,1,0.438,1,0,44.4,44.76,9,1,0
41,1,4,1,4,1,10.38,10.11,129083.45,2,0.915,3,1,96.6,26.19,1,3,0
42,0,4,2,3,2,9.46,9.11,97884.05,1,0.612,1,1,87.4,103.72,6,2,0
38,0,1,0,2,1,11.66,13.81,149246.37,2,0.998,7,1,93.1,66.21,0,2,1
34,1,4,2,3,2,5.43,4.89,119317.08,4,1.0,2,0,82.6,26.44,3,2,1
30,0,4,0,2,1,11.01,9.07,82055.64,2,0.42,1,0,57.0,34.2,4,2,0
22,1,5,2,3,0,2.72,2.45,78278.78,2,0.899,3,0,75.6,167.62,9,2,0
47,0,4,0,4,2,30.0,29.28,220000.0,3,1.0,1,0,98.0,131.37,8,0,1
25,1,4,2,2,2,4.99,4.41,143518.98,5,0.492,2,1,67.6,81.8,9,1,0
37,1,4,0,3,1,15.5,15.47,162271.77,4,1.0,5,0,98.0,70.89,9,1,0
40,0,2,2,3,1,9.39,10.24,132331.33,9,0.911,2,1,64.9,96.63,3,2,0
27,1,2,0,2,2,8.44,7.25,96893.98,3,0.527,1,0,87.0,155.08,9,2,1
40,1,4,2,3,1,12.86,9.25,111125.07,5,0.859,2,0,83.3,64.67,2,0,0
38,1,4,0,4,0,7.64,8.19,91074.88,3,0.987,3,0,84.2,61.54,0,1,0
45,0,2,0,3,1,25.24,25.37,219753.0,4,1.0,1,1,87.4,22.65,3,1,0
28,1,4,2,1,1,16.61,17.95,152065.98,6,1.0,5,0,80.1,99.77,1,1,1
21,1,5,2,2,2,3.94,3.21,75632.46,1,1.0,0,0,93.8,27.93,9,1,1
27,0,1,2,1,1,12.72,11.8,106124.18,5,0.831,4,0,69.5,110.77,2,2,1
33,1,4,2,2,2,11.43,10.86,127013.21,3,0.941,2,1,92.0,115.06,7,1,1
32,1,0,0,2,1,11.51,13.55,139566.36,6,0.713,3,0,73.4,84.11,1,2,0
28,1,4,0,2,2,10.14,9.28,86168.22,3,0.402,2,0,81.4,12.12,9,1,1
21,1,4,0,2,1,24.21,23.1,140952.31,4,0.758,4,0,74.8,115.13,1,0,1
35,1,4,0,4,1,11.52,10.82,110549.47,3,0.701,3,0,86.7,60.0,9,0,0
47,0,2,0,3,1,15.55,16.5,187020.33,4,0.985,1,0,69.1,33.08,9,1,0
35,1,4,2,0,0,5.41,4.83,144502.44,3,0.738,0,1,81.0,7.47,6,3,0
36,1,1,0,4,1,25.28,23.32,159682.97,3,1.0,4,0,81.7,32.57,4,0,0
36,1,4,0,2,1,10.21,12.21,135907.72,6,0.868,3,1,98.0,126.18,1,2,1
35,1,2,0,4,1,15.16,14.71,119850.62,4,1.0,3,0,88.4,56.45,1,2,1
39,0,4,0,1,2,9.99,11.18,137014.53,3,0.453,1,0,76.2,69.86,3,2,0
35,1,4,0,3,1,12.1,11.52,114369.38,7,1.0,0,0,88.6,69.37,5,2,1
29,1,3,1,0,1,9.85,9.35,144757.71,3,0.517,6,0,70.8,13.37,1,2,0
25,1,3,3,2,2,3.53,1.7,94842.83,5,1.0,2,0,97.5,53.02,6,4,0
30,0,2,0,2,2,14.17,13.85,101401.65,5,0.983,0,0,88.3,178.42,9,2,0
34,1,4,2,2,1,7.9,8.33,86731.69,1,0.419,2,0,86.5,90.03,9,2,0
29,1,2,0,4,0,16.88,16.04,121711.36,6,0.545,3,1,85.2,90.17,4,2,0
34,0,1,0,2,1,11.79,12.75,160439.12,2,1.0,1,1,94.0,54.07,3,2,1
35,1,4,0,4,0,6.56,9.56,94132.65,5,0.815,5,1,89.6,145.44,0,1,0
38,0,0,2,2,2,11.28,9.85,113023.54,2,0.866,0,0,78.0,39.54,2,3,0
42,0,1,3,1,2,15.6,16.07,206823.93,2,1.0,1,0,98.0,91.45,9,2,1
32,1,3,0,1,2,6.29,5.3,125971.62,5,0.92,1,1,83.3,179.8,5,2,0
21,1,5,0,4,2,8.49,6.38,78351.94,5,0.428,2,1,88.4,36.49,9,2,0
29,0,1,0,3,0,4.82,6.82,83062.38,4,0.944,2,0,77.5,74.23,3,2,0
32,0,4,0,3,1,12.05,11.9,157529.66,6,0.559,1,1,77.5,101.14,8,2,0
21,0,0,2,4,3,23.3,24.39,220000.0,2,0.971,5,0,69.1,94.82,0,4,0
43,1,4,0,4,1,18.64,20.39,150763.3,7,1.0,3,0,89.5,97.13,0,0,1
33,1,1,1,2,0,9.35,10.68,94950.59,2,0.656,1,0,63.9,119.12,9,2,1
35,0,4,2,1,1,5.38,7.29,154926.06,4,0.569,1,1,77.8,47.59,1,2,1
42,1,4,0,2,1,13.04,11.73,160817.33,5,1.0,2,0,70.8,32.09,9,0,0
26,0,3,2,1,0,8.37,7.44,103095.34,5,0.365,4,1,98.0,231.27,9,0,0
36,1,1,2,0,1,7.2,7.38,106849.6,6,0.738,2,0,85.4,34.44,7,1,0
31,0,3,1,0,1,4.86,2.18,93240.79,5,0.309,1,1,97.2,43.93,8,0,1
30,1,2,1,3,1,3.68,3.11,80980.27,1,0.612,2,0,83.4,3.52,9,2,0
25,1,4,0,2,1,5.86,5.2,191085.01,4,0.745,1,0,79.5,79.14,4,0,0
45,0,3,3,3,0,9.69,9.97,105571.36,4,1.0,2,1,98.0,70.81,9,0,1
28,1,2,2,0,0,18.21,16.19,203581.64,0,1.0,0,0,90.4,77.24,3,0,0
37,1,2,0,4,1,11.86,12.62,124162.42,2,0.79,1,1,90.5,50.05,9,2,1
21,1,1,2,3,2,5.21,3.53,72879.17,0,0.672,1,0,68.6,34.93,9,2,0
41,0,1,2,2,2,16.29,18.79,182476.72,4,0.928,2,0,91.0,59.44,4,1,1
40,0,1,1,2,2,14.33,12.88,110452.51,5,0.736,1,1,79.9,30.18,3,2,1
32,1,1,0,0,2,16.07,14.9,164096.54,5,0.702,4,0,62.4,70.95,2,1,0
30,1,4,2,3,3,6.24,5.67,136614.33,6,0.978,4,1,98.0,86.84,2,2,0
35,1,3,0,1,3,10.2,10.23,102021.61,2,0.748,1,0,67.3,52.68,9,3,0
50,0,4,2,2,2,9.11,9.73,91274.58,2,0.989,1,1,80.8,206.35,4,3,0
21,1,5,2,2,2,8.98,10.98,192517.08,7,0.927,1,1,84.2,31.91,3,4,0
38,1,2,1,4,1,9.54,11.08,104973.33,3,0.619,2,0,56.8,80.4,1,2,0
24,1,4,2,0,0,5.51,3.53,83934.88,4,0.6,1,0,76.8,67.42,7,0,0
31,1,4,1,3,0,4.66,3.36,67283.66,2,0.589,2,1,96.8,65.92,3,1,0
30,0,2,2,3,2,9.58,10.04,137162.21,2,0.942,0,0,85.0,77.67,2,2,0
28,1,2,0,4,0,3.19,1.0,175064.65,0,0.881,2,0,86.7,150.42,2,2,0
31,1,5,2,2,2,2.81,3.74,137306.7,3,0.476,0,0,48.4,107.05,2,4,0
22,0,4,2,0,1,4.34,4.64,73743.93,5,0.497,2,0,70.7,43.09,1,4,0
40,0,4,0,2,1,14.63,13.99,153139.2,1,0.917,3,0,61.8,70.0,8,0,0
21,1,5,0,4,1,11.82,12.12,137566.21,1,1.0,1,0,53.9,61.73,9,2,0
36,1,4,0,3,2,12.64,11.72,124006.06,3,1.0,3,1,90.3,22.51,1,2,0
29,1,2,0,3,1,10.65,10.2,88105.4,1,0.724,4,0,80.9,117.03,7,2,0
22,0,4,0,1,0,3.47,2.5,106742.08,4,0.231,1,1,76.4,39.63,4,2,0
33,0,2,3,2,2,3.31,1.78,177153.88,2,0.842,4,0,62.6,94.39,6,0,0
21,1,4,2,2,2,7.66,9.84,114284.64,4,0.986,1,1,83.4,99.82,0,0,0
32,1,3,0,3,1,7.72,5.14,91716.49,7,1.0,0,0,73.8,48.45,6,0,0
21,1,1,2,1,1,0.65,0.6,83495.97,4,0.861,0,1,85.4,86.03,6,2,0
35,0,5,0,2,2,7.39,6.33,77944.38,3,0.931,2,1,88.0,100.01,9,4,0
24,1,4,2,3,2,4.39,4.88,72893.81,3,0.398,3,1,75.6,51.01,0,2,0
28,0,4,0,2,0,10.25,13.08,132381.42,3,0.729,2,1,93.1,134.73,0,4,0
34,0,4,0,1,1,3.22,4.47,85515.47,3,0.432,1,0,78.4,256.04,0,1,0
25,1,0,1,4,2,6.97,4.73,65779.34,1,0.531,2,1,95.0,78.31,6,0,0
31,1,3,3,2,3,5.32,3.36,96009.16,1,0.75,0,0,57.8,80.35,2,1,0
21,0,1,0,2,1,17.09,16.35,146892.52,1,0.876,1,0,74.9,57.52,9,1,0
37,1,4,0,1,1,8.46,7.58,128630.45,9,0.995,4,1,98.0,43.57,3,3,0
46,0,1,0,3,0,23.88,22.07,195515.87,5,1.0,2,1,79.4,35.21,2,0,1
54,1,1,0,1,2,9.67,9.14,74546.18,3,0.78,3,0,84.3,130.24,2,2,0
32,0,4,0,3,1,4.62,4.92,105168.95,7,0.873,1,1,98.0,53.55,9,1,1
38,0,2,2,3,0,9.95,11.5,169382.97,4,0.477,4,1,89.4,11.97,0,0,1
21,0,4,1,3,1,7.86,7.01,100877.03,2,0.861,1,0,86.1,24.57,7,2,0
44,1,3,0,3,2,16.51,16.18,128746.39,6,0.881,0,0,92.9,40.71,9,0,0
38,0,2,0,1,1,14.27,12.64,175201.8,3,0.672,0,0,70.8,24.36,8,0,0
28,1,0,0,0,1,4.37,3.96,114613.5,1,0.4,2,0,54.9,89.26,2,0,0
41,1,2,0,3,2,15.19,15.88,155922.54,2,1.0,1,0,83.8,43.82,9,1,1
29,1,4,0,1,2,7.87,6.48,119014.52,3,1.0,0,0,77.6,112.92,3,4,0
28,1,3,0,2,2,13.25,14.08,122034.87,2,1.0,2,0,82.7,55.76,0,2,1
35,1,4,0,0,1,5.93,5.48,117156.19,3,0.672,0,1,74.2,37.32,7,0,0
23,1,4,0,3,2,3.95,6.62,86593.99,5,0.605,1,1,98.0,186.74,1,0,0
40,0,3,0,2,2,23.32,20.58,171233.11,3,1.0,1,1,66.1,100.92,6,1,0
23,0,0,0,4,2,4.57,5.08,207737.53,4,0.67,1,0,74.2,37.01,9,1,0
23,1,4,2,3,1,11.29,11.27,159633.04,4,0.814,1,1,67.0,35.72,6,2,0
24,2,4,2,1,1,0.56,1.0,106563.21,2,1.0,0,1,98.0,84.88,7,1,1
38,1,3,0,0,2,8.28,5.79,63390.57,2,0.546,2,0,71.9,62.28,6,2,0
27,1,4,0,1,1,11.94,11.64,159969.38,8,0.948,7,1,98.0,106.69,9,2,0
21,0,3,0,3,2,4.86,4.28,65893.11,4,0.62,5,0,97.1,76.12,9,0,0
27,1,4,3,3,2,14.25,14.51,116660.87,2,1.0,1,1,84.6,35.98,4,4,1
31,0,4,0,4,2,7.91,8.43,191383.24,1,0.954,2,1,98.0,21.49,3,1,1
22,1,1,1,2,2,2.25,1.0,76397.74,4,0.57,1,1,91.7,74.77,2,0,0
22,1,0,0,4,0,3.31,1.5,98404.2,4,0.461,1,1,90.8,30.76,8,2,0
48,1,3,0,1,1,8.39,8.21,141954.21,1,1.0,0,0,80.3,105.3,1,1,0
25,0,2,0,3,2,4.51,6.35,187896.78,4,0.865,3,1,88.1,17.69,0,0,1
29,0,4,2,3,2,8.26,7.79,103950.67,3,1.0,2,1,98.0,76.5,9,3,0
29,0,0,0,2,0,7.26,9.92,136350.41,3,0.959,1,0,79.3,52.91,0,1,0
28,1,4,0,3,0,7.8,6.25,116869.32,7,0.547,1,0,79.5,172.38,7,4,0
36,1,0,3,0,1,10.56,12.06,163486.34,4,1.0,2,1,82.0,30.06,9,1,0
39,0,1,0,0,2,9.2,8.29,100315.36,5,0.513,3,1,68.1,351.24,7,2,0
29,1,4,0,1,1,4.74,5.53,103330.02,1,0.468,0,0,82.9,62.23,9,1,0
22,1,4,0,4,0,5.35,5.94,145240.01,1,0.811,2,0,55.1,65.53,9,2,0
42,0,3,1,4,0,12.99,14.67,115604.1,3,0.294,3,0,90.2,122.18,0,4,0
31,1,4,2,3,2,5.64,4.95,131325.61,2,0.931,2,0,66.9,47.16,6,3,0
45,1,5,0,2,1,14.26,14.91,124447.53,1,1.0,1,1,79.4,22.18,3,0,0
21,0,4,2,3,0,11.36,12.86,156781.08,3,0.697,2,1,85.2,124.02,9,0,0
33,0,4,2,4,0,10.8,10.25,125239.18,2,1.0,1,0,78.4,37.27,7,2,1
47,0,4,0,3,2,13.3,11.01,149309.65,5,0.982,5,0,88.0,23.32,1,1,1
29,1,4,0,3,1,9.03,8.79,109833.53,5,0.691,1,0,86.5,56.03,4,2,1
30,1,3,0,0,1,9.32,8.8,131579.86,2,0.756,1,0,64.5,21.87,9,0,0
34,0,3,2,1,0,7.55,6.98,113154.13,3,0.878,1,1,85.4,80.49,7,0,0
27,0,2,1,4,1,3.2,4.2,63388.47,5,0.55,0,0,68.6,16.48,2,1,0
29,1,4,0,3,2,3.68,2.08,87036.61,4,0.768,4,0,92.0,84.99,6,4,0
29,0,5,2,4,0,9.57,8.52,110286.65,4,0.478,2,0,98.0,17.93,8,3,1
26,0,4,0,3,2,7.93,6.69,74864.86,3,0.769,1,0,84.3,63.03,3,2,0
41,1,5,0,4,2,6.86,8.14,81643.22,2,0.82,2,0,56.4,138.71,9,4,0
35,0,4,0,3,2,7.24,7.66,88453.58,4,0.551,1,1,84.0,140.55,0,0,0
34,1,2,0,0,1,16.73,15.89,160874.77,4,1.0,0,1,70.7,63.65,3,2,1
38,1,3,0,4,1,11.55,13.05,122435.8,3,1.0,4,1,85.9,148.84,8,0,0
29,1,4,2,1,2,11.55,12.46,110605.37,3,0.82,1,1,96.7,61.35,7,2,1
25,0,4,0,1,1,13.13,13.96,134639.54,3,0.989,3,0,66.5,72.33,7,2,0
